Person Code,Module Code,year,Surname,Forename,Module Name,Event ID,Object ID,Event Slot ID,Date,Has Attended,Attended,NotAttended,Attendance Code,full_name,student_overall_attendance,Standardised Student Overall Attendance
468,538,2023,Ben-Khalil,Nathalie,Digital Systems,578,881,102,2023-06-08,Y,1,1,P,Nathalie Ben-Khalil,0.7272727272727273,0.052703137648957336
2,538,2024,Lee,Valeria,Digital Systems,318,179,1000,2024-07-07,Y,1,1,P,Valeria Lee,0.6940298507462687,-0.11039668720958704
314,538,2024,Esposito,Carmen,Digital Systems,318,272,1000,2024-07-07,N,0,0,A,Carmen Esposito,0.7532467532467533,0.1801397354976159
318,538,2023,Al-Khalil,Marie,Digital Systems,578,863,85,2023-02-26,Y,1,1,P,Marie Al-Khalil,0.5347222222222222,-0.892009141541619
120,538,2023,Smith,Elena,Digital Systems,578,797,85,2023-02-26,Y,1,1,P,Elena Smith,0.7032258064516129,-0.06527848681092975
2,538,2024,Lee,Valeria,Digital Systems,62,179,190,2024-09-21,Y,1,1,P,Valeria Lee,0.6940298507462687,-0.11039668720958704
468,538,2024,Ben-Khalil,Nathalie,Digital Systems,62,881,190,2024-09-21,Y,1,1,P,Nathalie Ben-Khalil,0.7272727272727273,0.052703137648957336
146,538,2024,Patel,Sergei,Digital Systems,62,518,190,2024-09-21,Y,1,1,P,Sergei Patel,0.8278145695364238,0.5459924849505526
192,1849,2023,Wagner,Richard,Occupational Therapy,908,397,809,2023-07-15,Y,1,1,P,Richard Wagner,0.5633802816901409,-0.7514038459594795
192,1849,2024,Wagner,Richard,Occupational Therapy,288,397,39,2024-05-23,Y,1,1,P,Richard Wagner,0.5633802816901409,-0.7514038459594795
428,1849,2025,Al-Khalil,Ji-eun,Occupational Therapy,288,653,514,2025-08-31,Y,1,1,P,Ji-eun Al-Khalil,0.8013698630136986,0.4162465828816029
428,1849,2024,Al-Khalil,Ji-eun,Occupational Therapy,288,653,537,2024-08-01,Y,1,1,P,Ji-eun Al-Khalil,0.8013698630136986,0.4162465828816029
1,1849,2024,Rodriguez,Ahmad,Occupational Therapy,288,682,485,2024-12-09,N,0,0,A,Ahmad Rodriguez,0.6492537313432836,-0.33008216559048353
1,1849,2024,Rodriguez,Ahmad,Occupational Therapy,288,682,383,2024-09-14,Y,1,1,P,Ahmad Rodriguez,0.6492537313432836,-0.33008216559048353
282,557,2023,Flores,Marco,Arabic,924,463,1124,2023-09-18,Y,1,1,Y,Marco Flores,0.6666666666666666,-0.24464892399791283
415,557,2023,Mthembu,Mark,Arabic,924,599,1124,2023-09-18,Y,1,1,Y,Mark Mthembu,0.6927710843373494,-0.11657258419218276
395,557,2023,Petit,Yuki,Arabic,924,824,1124,2023-09-18,Y,1,1,Y,Yuki Petit,0.5684931506849316,-0.7263185307067118
89,557,2023,Nkomo,Matthew,Arabic,924,67,1124,2023-09-18,Y,1,1,Y,Matthew Nkomo,0.535483870967742,-0.8882722574335566
280,557,2024,Lim,Michael,Arabic,924,726,997,2024-05-08,Y,1,1,Y,Michael Lim,0.21621621621621623,-2.4546980308327564
282,557,2024,Flores,Marco,Arabic,924,463,997,2024-05-08,Y,1,1,Y,Marco Flores,0.6666666666666666,-0.24464892399791283
415,557,2024,Mthembu,Mark,Arabic,924,599,997,2024-05-08,Y,1,1,Y,Mark Mthembu,0.6927710843373494,-0.11657258419218276
280,557,2024,Lim,Michael,Arabic,924,726,846,2024-03-23,Y,1,1,Y,Michael Lim,0.21621621621621623,-2.4546980308327564
282,557,2024,Flores,Marco,Arabic,924,463,846,2024-03-23,Y,1,1,Y,Marco Flores,0.6666666666666666,-0.24464892399791283
131,557,2024,Agarwal,Ruvimbo,Arabic,924,788,846,2024-03-23,Y,1,1,Y,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
465,557,2024,Okafor,Efua,Arabic,924,683,846,2024-03-23,Y,1,1,Y,Efua Okafor,0.7483870967741936,0.15629675912593138
377,557,2024,Lopez,Raj,Arabic,924,856,846,2024-03-23,Y,1,1,Y,Raj Lopez,0.3935483870967742,-1.5846516018065488
232,891,2023,Johnson,Wei,Journalism,432,504,204,2023-03-29,Y,1,1,L,Wei Johnson,0.7936507936507936,0.37837444326219544
462,891,2023,Agarwal,Mohamed,Journalism,432,182,204,2023-03-29,Y,1,1,P,Mohamed Agarwal,0.9405405405405406,1.0990609329576726
375,891,2023,Becker,Tariq,Journalism,432,860,204,2023-03-29,Y,1,1,P,Tariq Becker,0.9731182795698925,1.2588973877165022
455,891,2023,Rodriguez,Sarah,Journalism,432,7,438,2023-09-19,N,0,0,A,Sarah Rodriguez,0.7407407407407407,0.11878137357048367
269,891,2023,Ramirez,Chiedza,Journalism,432,664,438,2023-09-19,Y,1,1,L,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
7,891,2023,Becker,Chen,Journalism,504,522,202,2023-05-03,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
474,891,2023,Müller,Michael,Journalism,504,137,1042,2023-02-21,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
161,891,2023,Robert,Tatiana,Journalism,504,515,1042,2023-02-21,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
18,891,2023,Durand,Charles,Journalism,504,376,1042,2023-02-21,Y,1,1,P,Charles Durand,0.9786096256684492,1.2858396285962705
413,891,2023,Ruiz,Ursula,Journalism,504,727,1042,2023-02-21,Y,1,1,P,Ursula Ruiz,0.9206349206349206,1.0013978105223038
28,891,2023,Ben-Khalil,Kojo,Journalism,504,974,1042,2023-02-21,Y,1,1,P,Kojo Ben-Khalil,0.4603174603174603,-1.2570618957955888
269,891,2024,Ramirez,Chiedza,Journalism,426,664,870,2024-12-22,Y,1,1,P,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
68,891,2024,Wu,Yuki,Journalism,426,293,870,2024-12-22,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
165,891,2024,Ben-Said,Marco,Journalism,426,465,870,2024-12-22,N,0,0,A,Marco Ben-Said,0.5531914893617021,-0.801393209634605
455,891,2024,Rodriguez,Sarah,Journalism,426,7,174,2024-12-10,Y,1,1,P,Sarah Rodriguez,0.7407407407407407,0.11878137357048367
269,891,2024,Ramirez,Chiedza,Journalism,426,664,174,2024-12-10,Y,1,1,P,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
297,891,2024,Verma,Jessica,Journalism,426,698,174,2024-12-10,Y,1,1,P,Jessica Verma,0.5294117647058824,-0.9180638871393532
463,891,2024,Sidorov,Christopher,Journalism,426,732,174,2024-12-10,Y,1,1,P,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
474,891,2024,Müller,Michael,Journalism,522,137,119,2024-12-22,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
161,891,2024,Robert,Tatiana,Journalism,522,515,119,2024-12-22,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
236,891,2024,Thomas,Betty,Journalism,522,212,119,2024-12-22,Y,1,1,P,Betty Thomas,0.6031746031746031,-0.5561606076279669
413,891,2024,Ruiz,Ursula,Journalism,522,727,119,2024-12-22,N,0,0,A,Ursula Ruiz,0.9206349206349206,1.0013978105223038
327,891,2024,Ben-Khalil,Kenneth,Journalism,522,737,119,2024-12-22,Y,1,1,P,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
236,891,2025,Thomas,Betty,Journalism,522,212,83,2025-08-26,N,0,0,A,Betty Thomas,0.6031746031746031,-0.5561606076279669
176,891,2025,Clark,Kwaku,Journalism,522,71,83,2025-08-26,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
161,891,2024,Robert,Tatiana,Journalism,522,515,327,2024-12-10,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
53,891,2024,Rodriguez,Aisha,Journalism,522,951,327,2024-12-10,N,0,0,A,Aisha Rodriguez,0.22988505747126436,-2.3876344717288025
14,891,2024,Yang,Luis,Journalism,522,931,327,2024-12-10,Y,1,1,P,Luis Yang,0.8095238095238095,0.45625236416970927
413,891,2024,Ruiz,Ursula,Journalism,522,727,327,2024-12-10,Y,1,1,P,Ursula Ruiz,0.9206349206349206,1.0013978105223038
28,891,2024,Ben-Khalil,Kojo,Journalism,522,974,327,2024-12-10,N,0,0,A,Kojo Ben-Khalil,0.4603174603174603,-1.2570618957955888
269,891,2024,Ramirez,Chiedza,Journalism,614,664,507,2024-12-19,Y,1,1,L,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
474,891,2025,Müller,Michael,Journalism,614,137,1001,2025-01-26,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
161,891,2025,Robert,Tatiana,Journalism,614,515,1001,2025-01-26,N,0,0,A,Tatiana Robert,0.8440860215053764,0.6258252564683275
317,891,2024,Lebedev,Takeshi,Journalism,848,954,32,2024-03-01,Y,1,1,P,Takeshi Lebedev,0.8172043010752689,0.49393522912495796
407,891,2024,Kumar,Thomas,Journalism,848,15,32,2024-03-01,N,0,0,A,Thomas Kumar,0.776595744680851,0.29469710271263305
176,891,2024,Clark,Kwaku,Journalism,848,71,32,2024-03-01,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
407,891,2024,Kumar,Thomas,Journalism,848,15,970,2024-01-31,Y,1,1,P,Thomas Kumar,0.776595744680851,0.29469710271263305
199,891,2023,Garcia,Kwaku,Journalism,848,432,334,2023-05-01,Y,1,1,P,Kwaku Garcia,0.8936170212765957,0.8688396472754722
198,891,2025,Johnson,Arjun,Journalism,397,640,634,2025-01-26,N,0,0,A,Arjun Johnson,0.7301587301587301,0.06686275963214132
14,891,2024,Yang,Luis,Journalism,929,931,748,2024-03-01,Y,1,1,P,Luis Yang,0.8095238095238095,0.45625236416970927
297,891,2024,Verma,Jessica,Journalism,929,698,748,2024-03-01,N,0,0,A,Jessica Verma,0.5294117647058824,-0.9180638871393532
498,891,2024,Petrov,Michelle,Journalism,929,185,748,2024-03-01,Y,1,1,P,Michelle Petrov,0.8624338624338624,0.7158454338614211
327,891,2024,Ben-Khalil,Kenneth,Journalism,929,737,748,2024-03-01,Y,1,1,P,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,891,2024,Sidorov,Christopher,Journalism,929,732,748,2024-03-01,N,0,0,A,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
68,891,2024,Wu,Yuki,Journalism,929,293,936,2024-01-31,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
165,891,2024,Ben-Said,Marco,Journalism,929,465,936,2024-01-31,N,0,0,A,Marco Ben-Said,0.5531914893617021,-0.801393209634605
455,891,2023,Rodriguez,Sarah,Journalism,929,7,573,2023-05-01,N,0,0,A,Sarah Rodriguez,0.7407407407407407,0.11878137357048367
14,891,2023,Yang,Luis,Journalism,929,931,573,2023-05-01,Y,1,1,P,Luis Yang,0.8095238095238095,0.45625236416970927
297,891,2023,Verma,Jessica,Journalism,929,698,573,2023-05-01,N,0,0,A,Jessica Verma,0.5294117647058824,-0.9180638871393532
327,891,2023,Ben-Khalil,Kenneth,Journalism,929,737,573,2023-05-01,N,0,0,A,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,891,2023,Sidorov,Christopher,Journalism,929,732,573,2023-05-01,Y,1,1,P,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
53,1798,2023,Rodriguez,Aisha,Algorithms,546,951,384,2023-01-16,N,0,0,A,Aisha Rodriguez,0.22988505747126436,-2.3876344717288025
109,1798,2023,Durand,Pierre,Algorithms,546,426,384,2023-01-16,Y,1,1,P,Pierre Durand,0.9365079365079365,1.0792757314298176
265,1798,2023,Esposito,Yaw,Algorithms,546,231,384,2023-01-16,Y,1,1,P,Yaw Esposito,0.582010582010582,-0.6599978355046516
428,1742,2023,Al-Khalil,Ji-eun,Statistics,794,653,665,2023-07-01,Y,1,1,P,Ji-eun Al-Khalil,0.8013698630136986,0.4162465828816029
480,1742,2024,Yoon,Tafadzwa,Statistics,794,913,237,2024-06-02,Y,1,1,P,Tafadzwa Yoon,0.7931034482758621,0.3756889977136609
428,1742,2025,Al-Khalil,Ji-eun,Statistics,913,653,15,2025-07-30,N,0,0,A,Ji-eun Al-Khalil,0.8013698630136986,0.4162465828816029
480,1742,2024,Yoon,Tafadzwa,Statistics,913,913,118,2024-01-12,Y,1,1,P,Tafadzwa Yoon,0.7931034482758621,0.3756889977136609
428,1742,2024,Al-Khalil,Ji-eun,Statistics,913,653,495,2024-04-27,Y,1,1,P,Ji-eun Al-Khalil,0.8013698630136986,0.4162465828816029
192,1742,2024,Wagner,Richard,Statistics,913,397,495,2024-04-27,N,0,0,A,Richard Wagner,0.5633802816901409,-0.7514038459594795
215,1537,2024,Harris,Matthew,Nutrition,444,411,705,2024-06-16,Y,1,1,P,Matthew Harris,0.3984375,-1.5606641030834734
215,1537,2024,Harris,Matthew,Nutrition,284,411,955,2024-10-10,N,0,0,A,Matthew Harris,0.3984375,-1.5606641030834734
160,1537,2024,Nair,Lisa,Nutrition,164,418,18,2024-08-14,Y,1,1,P,Lisa Nair,0.7692307692307693,0.2585622572506366
352,1537,2023,Popov,Anita,Nutrition,164,251,424,2023-06-02,Y,1,1,P,Anita Popov,0.7756410256410257,0.2900129560786708
89,1537,2025,Nkomo,Matthew,Nutrition,164,67,385,2025-03-16,Y,1,1,P,Matthew Nkomo,0.535483870967742,-0.8882722574335566
160,1537,2023,Nair,Lisa,Nutrition,164,418,508,2023-09-13,Y,1,1,P,Lisa Nair,0.7692307692307693,0.2585622572506366
215,1537,2024,Harris,Matthew,Nutrition,164,411,309,2024-11-22,N,0,0,A,Matthew Harris,0.3984375,-1.5606641030834734
352,1537,2023,Popov,Anita,Nutrition,164,251,629,2023-07-06,Y,1,1,P,Anita Popov,0.7756410256410257,0.2900129560786708
103,557,2023,Tanaka,Steven,Arabic,880,742,993,2023-04-01,Y,1,1,Y,Steven Tanaka,0.8620689655172413,0.7140551368290641
117,557,2023,Martin,Raj,Arabic,880,715,993,2023-04-01,Y,1,1,Y,Raj Martin,0.475,-1.1850248189561388
66,557,2023,Ramirez,Jean,Arabic,880,549,993,2023-04-01,Y,1,1,Y,Jean Ramirez,0.4551282051282051,-1.282521985323045
451,557,2023,Bernard,Sarah,Arabic,880,830,993,2023-04-01,Y,1,1,Y,Sarah Bernard,0.4931506849315068,-1.095971949808814
171,557,2023,Al-Zahra,Donna,Arabic,880,639,993,2023-04-01,Y,1,1,Y,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
25,557,2024,Diaz,Nancy,Arabic,880,280,321,2024-02-14,Y,1,1,Y,Nancy Diaz,0.564935064935065,-0.7437755989051584
352,557,2024,Popov,Anita,Arabic,880,251,321,2024-02-14,Y,1,1,Y,Anita Popov,0.7756410256410257,0.2900129560786708
451,557,2024,Bernard,Sarah,Arabic,880,830,321,2024-02-14,Y,1,1,Y,Sarah Bernard,0.4931506849315068,-1.095971949808814
280,557,2023,Lim,Michael,Arabic,880,726,1115,2023-04-20,Y,1,1,Y,Michael Lim,0.21621621621621623,-2.4546980308327564
496,557,2023,Ben-Ahmad,Marie,Arabic,880,164,1115,2023-04-20,Y,1,1,Y,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
131,557,2023,Agarwal,Ruvimbo,Arabic,880,788,1115,2023-04-20,Y,1,1,Y,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
160,557,2024,Nair,Lisa,Arabic,880,418,458,2024-11-12,Y,1,1,Y,Lisa Nair,0.7692307692307693,0.2585622572506366
457,557,2024,Ramirez,Carmen,Arabic,880,230,458,2024-11-12,Y,1,1,Y,Carmen Ramirez,0.8,0.4095256116252013
281,557,2024,Kim,Joseph,Arabic,880,65,458,2024-11-12,Y,1,1,Y,Joseph Kim,0.41935483870967744,-1.4580371755569137
291,557,2024,Ibrahim,Valeria,Arabic,880,757,458,2024-11-12,Y,1,1,Y,Valeria Ibrahim,0.7207792207792207,0.020843988186792423
251,557,2024,Torres,Ruth,Arabic,880,927,458,2024-11-12,Y,1,1,Y,Ruth Torres,0.8387096774193549,0.5994472509996536
269,1749,2024,Ramirez,Chiedza,International Business,213,664,640,2024-01-07,Y,1,1,P,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
265,1749,2024,Esposito,Yaw,International Business,213,231,640,2024-01-07,N,0,0,A,Yaw Esposito,0.582010582010582,-0.6599978355046516
317,1749,2023,Lebedev,Takeshi,International Business,213,954,727,2023-02-19,Y,1,1,P,Takeshi Lebedev,0.8172043010752689,0.49393522912495796
188,1749,2023,Nair,Rosa,International Business,213,580,727,2023-02-19,N,0,0,A,Rosa Nair,0.5079365079365079,-1.0234281330730481
407,1749,2023,Kumar,Thomas,International Business,213,15,727,2023-02-19,Y,1,1,P,Thomas Kumar,0.776595744680851,0.29469710271263305
336,137,2023,Lopez,Francisco,Arts & Crafts,338,396,1091,2023-01-16,Y,1,1,P,Francisco Lopez,0.5960264900662252,-0.5912314594273766
436,1545,2024,Nnamani,Wolfgang,Medicine,142,621,880,2024-02-06,Y,1,1,O,Wolfgang Nnamani,0.859375,0.7008377095198689
32,1545,2024,Müller,Huang,Medicine,142,543,880,2024-02-06,Y,1,1,O,Huang Müller,0.8688524590163934,0.7473370521518908
32,1545,2023,Müller,Huang,Medicine,142,543,833,2023-07-26,Y,1,1,O,Huang Müller,0.8688524590163934,0.7473370521518908
269,547,2024,Ramirez,Chiedza,System Administration,412,664,596,2024-02-18,Y,1,1,P,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
53,547,2024,Rodriguez,Aisha,System Administration,412,951,596,2024-02-18,N,0,0,A,Aisha Rodriguez,0.22988505747126436,-2.3876344717288025
165,547,2024,Ben-Said,Marco,System Administration,412,465,596,2024-02-18,N,0,0,A,Marco Ben-Said,0.5531914893617021,-0.801393209634605
474,547,2023,Müller,Michael,System Administration,412,137,567,2023-12-31,N,0,0,A,Michael Müller,0.7297297297297297,0.0647579509589654
161,547,2023,Robert,Tatiana,System Administration,412,515,567,2023-12-31,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
18,547,2023,Durand,Charles,System Administration,412,376,567,2023-12-31,Y,1,1,P,Charles Durand,0.9786096256684492,1.2858396285962705
413,547,2023,Ruiz,Ursula,System Administration,412,727,567,2023-12-31,N,0,0,A,Ursula Ruiz,0.9206349206349206,1.0013978105223038
28,547,2023,Ben-Khalil,Kojo,System Administration,412,974,567,2023-12-31,Y,1,1,P,Kojo Ben-Khalil,0.4603174603174603,-1.2570618957955888
7,547,2023,Becker,Chen,System Administration,412,522,567,2023-12-31,Y,1,1,P,Chen Becker,0.3617021276595745,-1.7408991916465237
232,547,2023,Johnson,Wei,System Administration,412,504,567,2023-12-31,N,0,0,A,Wei Johnson,0.7936507936507936,0.37837444326219544
462,547,2023,Agarwal,Mohamed,System Administration,412,182,567,2023-12-31,Y,1,1,P,Mohamed Agarwal,0.9405405405405406,1.0990609329576726
199,547,2023,Garcia,Kwaku,System Administration,412,432,567,2023-12-31,N,0,0,A,Kwaku Garcia,0.8936170212765957,0.8688396472754722
474,547,2024,Müller,Michael,System Administration,412,137,925,2024-12-07,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
161,547,2024,Robert,Tatiana,System Administration,412,515,925,2024-12-07,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
413,547,2024,Ruiz,Ursula,System Administration,412,727,925,2024-12-07,Y,1,1,P,Ursula Ruiz,0.9206349206349206,1.0013978105223038
28,547,2024,Ben-Khalil,Kojo,System Administration,412,974,925,2024-12-07,~,0,1,Z,Kojo Ben-Khalil,0.4603174603174603,-1.2570618957955888
7,547,2024,Becker,Chen,System Administration,412,522,925,2024-12-07,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
297,547,2024,Verma,Jessica,System Administration,412,698,925,2024-12-07,Y,1,1,P,Jessica Verma,0.5294117647058824,-0.9180638871393532
462,547,2024,Agarwal,Mohamed,System Administration,412,182,925,2024-12-07,Y,1,1,P,Mohamed Agarwal,0.9405405405405406,1.0990609329576726
498,547,2024,Petrov,Michelle,System Administration,412,185,925,2024-12-07,Y,1,1,P,Michelle Petrov,0.8624338624338624,0.7158454338614211
199,547,2024,Garcia,Kwaku,System Administration,412,432,925,2024-12-07,Y,1,1,P,Kwaku Garcia,0.8936170212765957,0.8688396472754722
463,547,2024,Sidorov,Christopher,System Administration,412,732,925,2024-12-07,~,0,1,Z,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
188,547,2023,Nair,Rosa,System Administration,412,580,895,2023-06-07,Y,1,1,P,Rosa Nair,0.5079365079365079,-1.0234281330730481
180,547,2023,Sokolov,Susan,System Administration,412,267,895,2023-06-07,Y,1,1,P,Susan Sokolov,0.6057142857142858,-0.5437001402827644
407,547,2023,Kumar,Thomas,System Administration,412,15,895,2023-06-07,N,0,0,A,Thomas Kumar,0.776595744680851,0.29469710271263305
68,547,2025,Wu,Yuki,System Administration,412,293,1066,2025-01-20,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
14,547,2025,Yang,Luis,System Administration,412,931,1066,2025-01-20,Y,1,1,P,Luis Yang,0.8095238095238095,0.45625236416970927
68,547,2023,Wu,Yuki,System Administration,412,293,673,2023-07-07,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
165,547,2023,Ben-Said,Marco,System Administration,412,465,673,2023-07-07,N,0,0,A,Marco Ben-Said,0.5531914893617021,-0.801393209634605
199,547,2024,Garcia,Kwaku,System Administration,412,432,347,2024-11-03,Y,1,1,P,Kwaku Garcia,0.8936170212765957,0.8688396472754722
407,547,2024,Kumar,Thomas,System Administration,412,15,347,2024-11-03,Y,1,1,L,Thomas Kumar,0.776595744680851,0.29469710271263305
455,547,2024,Rodriguez,Sarah,System Administration,412,7,750,2024-07-19,N,0,0,A,Sarah Rodriguez,0.7407407407407407,0.11878137357048367
14,547,2024,Yang,Luis,System Administration,412,931,750,2024-07-19,N,0,0,A,Luis Yang,0.8095238095238095,0.45625236416970927
297,547,2024,Verma,Jessica,System Administration,412,698,750,2024-07-19,N,0,0,A,Jessica Verma,0.5294117647058824,-0.9180638871393532
327,547,2024,Ben-Khalil,Kenneth,System Administration,412,737,750,2024-07-19,Y,1,1,P,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,547,2024,Sidorov,Christopher,System Administration,412,732,750,2024-07-19,N,0,0,A,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
176,547,2024,Clark,Kwaku,System Administration,412,71,750,2024-07-19,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
269,547,2023,Ramirez,Chiedza,System Administration,412,664,91,2023-05-26,Y,1,1,L,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
53,547,2023,Rodriguez,Aisha,System Administration,412,951,91,2023-05-26,N,0,0,A,Aisha Rodriguez,0.22988505747126436,-2.3876344717288025
14,547,2023,Yang,Luis,System Administration,412,931,91,2023-05-26,Y,1,1,P,Luis Yang,0.8095238095238095,0.45625236416970927
265,547,2023,Esposito,Yaw,System Administration,412,231,91,2023-05-26,N,0,0,A,Yaw Esposito,0.582010582010582,-0.6599978355046516
474,547,2024,Müller,Michael,System Administration,412,137,7,2024-08-21,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
161,547,2024,Robert,Tatiana,System Administration,412,515,7,2024-08-21,Y,1,1,P,Tatiana Robert,0.8440860215053764,0.6258252564683275
18,547,2024,Durand,Charles,System Administration,412,376,7,2024-08-21,Y,1,1,P,Charles Durand,0.9786096256684492,1.2858396285962705
413,547,2024,Ruiz,Ursula,System Administration,412,727,7,2024-08-21,Y,1,1,P,Ursula Ruiz,0.9206349206349206,1.0013978105223038
28,547,2024,Ben-Khalil,Kojo,System Administration,412,974,7,2024-08-21,N,0,0,A,Kojo Ben-Khalil,0.4603174603174603,-1.2570618957955888
7,547,2024,Becker,Chen,System Administration,412,522,7,2024-08-21,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
232,547,2024,Johnson,Wei,System Administration,412,504,7,2024-08-21,Y,1,1,P,Wei Johnson,0.7936507936507936,0.37837444326219544
459,547,2024,Al-Mahmoud,Lisa,System Administration,412,213,7,2024-08-21,N,0,0,A,Lisa Al-Mahmoud,0.8624338624338624,0.7158454338614211
462,547,2024,Agarwal,Mohamed,System Administration,412,182,7,2024-08-21,Y,1,1,P,Mohamed Agarwal,0.9405405405405406,1.0990609329576726
498,547,2024,Petrov,Michelle,System Administration,412,185,7,2024-08-21,Y,1,1,P,Michelle Petrov,0.8624338624338624,0.7158454338614211
109,1896,2024,Durand,Pierre,Public Speaking,192,426,743,2024-11-24,Y,1,1,P,Pierre Durand,0.9365079365079365,1.0792757314298176
265,1896,2024,Esposito,Yaw,Public Speaking,192,231,743,2024-11-24,N,0,0,A,Yaw Esposito,0.582010582010582,-0.6599978355046516
435,871,2023,White,Linda,Database Design,682,286,182,2023-12-31,Y,1,1,P,Linda White,0.8680555555555556,0.7434271975161655
120,871,2025,Smith,Elena,Database Design,682,797,1118,2025-01-20,Y,1,1,P,Elena Smith,0.7032258064516129,-0.06527848681092975
2,871,2023,Lee,Valeria,Database Design,682,179,68,2023-07-07,Y,1,1,P,Valeria Lee,0.6940298507462687,-0.11039668720958704
314,871,2024,Esposito,Carmen,Database Design,682,272,169,2024-12-07,Y,1,1,P,Carmen Esposito,0.7532467532467533,0.1801397354976159
29,871,2024,Zhao,Charles,Database Design,682,291,169,2024-12-07,Y,1,1,P,Charles Zhao,0.6571428571428571,-0.29137567654242075
154,871,2024,Park,Donald,Database Design,682,557,169,2024-12-07,Y,1,1,P,Donald Park,0.6865671641791045,-0.14701093360640322
314,871,2023,Esposito,Carmen,Database Design,682,272,397,2023-06-07,Y,1,1,P,Carmen Esposito,0.7532467532467533,0.1801397354976159
251,581,2024,Torres,Ruth,Religious Studies,182,927,326,2024-09-01,Y,1,1,P,Ruth Torres,0.8387096774193549,0.5994472509996536
465,581,2024,Okafor,Efua,Religious Studies,182,683,822,2024-04-25,Y,1,1,P,Efua Okafor,0.7483870967741936,0.15629675912593138
377,581,2024,Lopez,Raj,Religious Studies,182,856,822,2024-04-25,Y,1,1,P,Raj Lopez,0.3935483870967742,-1.5846516018065488
465,581,2023,Okafor,Efua,Religious Studies,182,683,820,2023-10-11,Y,1,1,P,Efua Okafor,0.7483870967741936,0.15629675912593138
212,1143,2025,Verma,Francesca,Linguistics,223,223,692,2025-03-27,Y,1,1,O,Francesca Verma,1.0,1.3907874150598716
223,1143,2025,Diaz,Arjun,Linguistics,223,193,692,2025-03-27,N,0,0,W,Arjun Diaz,0.6666666666666666,-0.24464892399791283
240,1143,2025,Lebedev,Richard,Linguistics,223,89,498,2025-08-12,Y,1,1,O,Richard Lebedev,0.9423076923076923,1.1077311256075628
67,1143,2025,Cho,Lucia,Linguistics,223,525,498,2025-08-12,Y,1,1,O,Lucia Cho,0.8571428571428571,0.6898861268922496
321,1143,2025,Park,Nasser,Linguistics,223,612,498,2025-08-12,Y,1,1,O,Nasser Park,0.9047619047619048,0.9235198896147905
155,1143,2025,White,Jose,Linguistics,223,101,498,2025-08-12,Y,1,1,O,Jose White,0.9772727272727273,1.2792803919422955
55,1143,2025,Jang,Khadija,Linguistics,223,589,498,2025-08-12,Y,1,1,O,Khadija Jang,0.9523809523809523,1.1571536523373307
441,1143,2025,Omar,Wei,Linguistics,223,596,498,2025-08-12,Y,1,1,O,Wei Omar,0.8596491228070176,0.702182640719752
212,1143,2023,Verma,Francesca,Linguistics,223,223,564,2023-10-24,Y,1,1,O,Francesca Verma,1.0,1.3907874150598716
